#Hhst|H id|Ea|KTR komplett|Ktr bez|Ktr art|Kst|Kstst bez|Sk|Sk bez|Sk pos|Sk pos bez|Ep|Sk finre|Sk finre bez|Fp|Proj|Proj bez|J2011_ERG|J2011_FINERG|J2012_ERG|J2012_FINERG|J2013_ERG|J2013_FINERG|J2014_PLAN|J2015_PLAN|J2016_PLAN|J2017_PLAN|J2018_PLAN|J2019_PLAN
00100_53801|248841|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||||-238.25|-238.25|||-500|-500|-500|-500|-500|-500
00100_54010|248842|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-23 855.00|-23 855.00|-27 936.48|-25 326.48|-32 672.02|-35 282.02|-32 670|-31 100|-32 000|-33 000|-33 000|-33 000
00100_54015|248843|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56951000|Periodenfremde Aufwendungen - Betriebskostennachzahlung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-1 798.34|-1 798.34|-3 660.02|-3 660.02|-378.27|-263.80|0|0|0|0|0|0
00100_55100|248844|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|52352000|Betriebs- und Schmierstoffe für Fahrzeuge|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72352000|Betriebs- und Schmierstoffe für Fahrzeuge|1|||-9 648.23|-9 456.88|-10 937.92|-10 987.38|-9 060.45|-8 680.97|-9 000|-9 000|-9 000|-9 000|-9 000|-9 000
00100_55200|248845|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|52351000|Wartungs- und Instandsetzungskosten für Fahrzeuge|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72351000|Wartungs- und Instandsetzungskosten für Fahrzeuge|1|||-3 172.49|-3 141.72|-7 758.69|-7 789.46|-5 475.91|-5 456.01|-3 000|-3 000|-3 000|-3 000|-3 000|-3 000
00100_55300|248846|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56820000|Kraftfahrzeugsteuer|E_02h|sonstige laufende Aufwendungen|1|76820000|Kraftfahrzeugsteuer|1|||-886.00|-886.00|-852.00|-852.00|-706.00|-706.00|-800|-800|-800|-800|-800|-800
00100_55400|248847|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56412000|Kfz-Versicherungen|E_02h|sonstige laufende Aufwendungen|1|76412000|Kfz-Versicherungen|1|||-2 169.14|-2 169.14|-1 568.72|-1 568.72|-2 053.79|-2 053.79|-2 300|-2 300|-2 300|-2 300|-2 300|-2 300
00100_56200|248848|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-2 969.00|-2 809.00|-1 499.00|-1 659.00|-2 038.40|-2 038.40|-3 000|-4 360|-4 360|-4 360|-4 360|-4 360
00100_57100|248849|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||-1 655.40|-1 655.40|-3 193.06|-3 193.06|-2 781.15|-2 666.15|-2 000|-2 000|-2 000|-2 000|-2 000|-2 000
00100_58300|248850|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56930000|Repräsentationen|E_02h|sonstige laufende Aufwendungen|1|76930000|Repräsentationen|1|||-1 865.57|-1 651.32|-2 335.03|-2 552.28|-4 216.54|-3 722.14|-4 500|-4 500|-4 500|-4 500|-4 500|-4 500
00100_63730|248851|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|54159000|Zuschüsse an den sonstigen privaten Bereich|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74159000|Zuschüsse an den sonstigen privaten Bereich|1|||-1 690.30|-1 690.30|-3 152.00|-3 152.00|-6 207.50|-6 207.50|-3 000|-3 000|-3 000|-3 000|-3 000|-3 000
00100_64542|248852|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56940000|Aufwendungen für Schadensfälle|E_02h|sonstige laufende Aufwendungen|1|76940000|Auszahlungen für Schadensfälle|1|||||-153.00|-153.00||||0|0|0|0|0
00100_65000|248853|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-3 245.68|-2 969.62|-2 505.54|-2 621.21|-2 463.35|-2 623.74|-3 000|-3 000|-3 000|-3 000|-3 000|-3 000
00100_65100|248854|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-2 726.55|-2 677.85|-2 489.69|-2 538.39|-2 580.56|-2 470.31|-2 500|-2 500|-2 500|-2 500|-2 500|-2 500
00100_65201|248855|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56330000|Porto und Versandkosten|E_02h|sonstige laufende Aufwendungen|1|76330000|Porto und Versandkosten|1|||-721.83|-721.83|-735.07|-735.07|-667.26|-667.26|-800|-800|-800|-800|-800|-800
00100_65250|248856|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|1|||-2 594.30|-2 594.30|-3 121.52|-2 849.61|-3 197.65|-3 469.56|-2 900|-2 730|-2 780|-2 830|-2 880|-2 930
00100_65255|248857|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56341200|Fernmeldegebühren an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76341200|Fernmeldegebühren an Eigenbetrieb KIJ|1|||-8 675.80|-8 675.80|-8 393.27|-7 817.80|-10 263.81|-9 492.67|-8 000|-8 000|-8 000|-8 000|-8 000|-8 000
00100_65400|248858|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-4 957.79|-4 978.79|-8 571.30|-8 191.29|-4 821.01|-4 814.42|-6 000|-6 000|-6 000|-6 000|-6 000|-6 000
00100_65450|248859|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-1 000|-1 000|-1 000|-1 000|-1 000
00100_67930|248861|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|58113000|Aufwendungen aus Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|E_13|Aufwendungen aus internen Leistungsbeziehungen|1|79813000|Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|1|||-780.17|-780.17|-26 525.00|-26 525.00|-998.00|-998.00||0|0|0|0|0
00100_93520|248862|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|8220000|Geschäftsausstattung (VG ab der Wertgrenze 410,01 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78571000|Auszahlungen für bewegliche Sachen des AV ab der Wertgrenze 410,01 EUR (ohne USt)|1|111100M10002|BOB - BGA||-558.67|||||0|0|0|0|0|0
00100_93525|248863|A|11110000|Verwaltungsführung (P)|7|11200|Bereich des Oberbürgermeisters|8220000|Geschäftsausstattung (VG ab der Wertgrenze 410,01 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78571000|Auszahlungen für bewegliche Sachen des AV ab der Wertgrenze 410,01 EUR (ohne USt)|1|111100M10002|BOB - BGA||||-1 136.19||-7 000.00||||||
01000_11090|248868|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|E_01e|privatrechtliche Leistungsentgelte|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||1 250.00|1 400.00|150.00||490.00|640.00|400|500|500|500|500|500
01000_15085|248870|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|46951000|Rückzahlung Betriebskosten vom Eigenbetrieb KIJ (periodenfremd)|E_01i|sonstige laufende Erträge|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||||1 005.07|1 005.07|387.30|387.30|0|0|0|0|0|0
01000_16300|248871|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44244000|Kostenerstattungen von Zweckverbänden|E_01f|Kostenerstattungen und Kostenumlagen|1|64244000|KE von Zweckverbänden|1|||||6 253.72|6 253.72|2 035.26|2 035.26|6 000|1 000|6 000|6 000|6 000|6 000
01000_16500|248873|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44231300|Kostenerstattungen vom Eigenbetrieb KSJ|E_01f|Kostenerstattungen und Kostenumlagen|1|64231000|KE von Eigenbetrieben|1|||3 969.84|3 969.84|2 169.90||2 728.82|4 898.72|4 000|4 000|4 000|4 000|4 000|4 000
01000_16501|248874|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44231100|Kostenerstattungen vom Eigenbetrieb KIJ|E_01f|Kostenerstattungen und Kostenumlagen|1|64231000|KE von Eigenbetrieben|1|||425.34|425.34|20 180.07|20 180.07|4 280.99|4 280.99|10 000|10 000|10 000|10 000|10 000|10 000
01000_16502|248875|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44231200|Kostenerstattungen vom Eigenbetrieb KMJ|E_01f|Kostenerstattungen und Kostenumlagen|1|64231000|KE von Eigenbetrieben|1|||2 315.74|12 456.42|4 339.80|4 339.80|7 585.61|7 585.61|4 000|4 000|4 000|4 000|4 000|4 000
01000_16503|248876|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44231400|Kostenerstattungen vom Eigenbetrieb jenarbeit|E_01f|Kostenerstattungen und Kostenumlagen|1|64231000|KE von Eigenbetrieben|1|||44 733.70|35 963.01|27 606.57|27 606.57|46 626.83|46 626.83|42 000|42 000|42 000|42 000|42 000|42 000
01000_16506|248877|E|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|44239000|Kostenerstattungen vom Regiebetrieb KKJ|E_01f|Kostenerstattungen und Kostenumlagen|1|64239000|KE von Regiebetrieben|1|||6 141.69|3 652.63|3 977.80|7 024.84|3 404.76|150.21|3 000|0|0|0|0|0
01000_41000|248881|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50211000|Dienstbezüge Beamte|E_02a|Personalaufwendungen|1|70211000|Auszahlungen der Dienstbezüge für Beamte|1|||-55 916.13|-55 916.13|-57 186.96|-57 186.96|-57 857.28|-57 857.28|-89 640|-91 150|-92 010|-92 880|-93 750|-94 610
01000_41100|248882|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50311000|Versorgungsrücklage für Beamte|E_02a|Personalaufwendungen|1|70311000|Auszahlungen für Versorgungsrücklage - Beamte|1|||-406.30|-406.30|-456.43|-456.43|-471.19|-471.19|-770|-960|-1 140|-1 140|-1 150|-1 160
01000_41400|248883|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50221000|Vergütungen der Arbeitnehmer|E_02a|Personalaufwendungen|1|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||-213 149.99|-213 149.99|-212 094.54|-212 094.54|-238 172.70|-238 172.70|-203 860|-247 940|-250 300|-252 660|-255 020|-257 370
01000_41411|248884|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50222000|Leistungsorientierte Bezahlung (LOB) nach § 18 TVöD|E_02a|Personalaufwendungen|1|70222000|Auszahlungen für Leistungszulagen (LOB)|1|||-2 396.53|-2 396.53|-3 193.31|-3 193.31|-3 378.54|-3 378.54|0|-5 370|-6 190|-6 180|-6 240|-6 290
01000_41412|248885|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50626000|Erfolgsprämie nach § 18 TVöD|E_02a|Personalaufwendungen|1|70626000|Auszahlungen für Erfolgsprämie|1|||-2 200.00|-2 200.00|-600.00|-600.00|-400.00|-400.00||0|0|0|0|0
01000_43000|248886|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50312000|Versorgungsumlage für Beamte|E_02a|Personalaufwendungen|1|70312000|Auszahlungen für Versorgungsumlage - Beamte|1|||-16 222.39|-16 222.39|-17 248.07|-17 248.07|-17 519.00|-17 519.00|-28 680|-29 460|-29 740|-30 030|-30 310|-30 580
01000_43400|248887|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50320000|Beiträge zu Versorgungskassen - Arbeitnehmer|E_02a|Personalaufwendungen|1|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||-7 956.44|-7 956.44|-8 135.81|-8 135.81|-8 643.22|-8 643.22|-7 170|-8 290|-8 380|-8 450|-8 530|-8 610
01000_44400|248888|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|E_02a|Personalaufwendungen|1|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1|||-44 233.34|-44 233.34|-43 868.05|-43 868.05|-48 653.96|-48 653.96|-39 770|-47 690|-48 140|-48 600|-49 050|-49 510
01000_45000|248889|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50511000|Beihilfe für aktive Beamte|E_02a|Personalaufwendungen|1|70510000|Auszahlungen für Beihilfen für aktive Beamte|1|||-1 204.96|-1 204.96|-1 132.29|-1 132.29|-1 263.22|-1 263.22|-2 180|-2 130|-2 110|-2 120|-2 140|-2 160
01000_45100|248890|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|50501000|Ärztliche Untersuchungen für aktive Beamte und Arbeitnehmer|E_02a|Personalaufwendungen|1|70500000|Auszahlungen für Unterstützungsleistungen und dergleichen|1|||-87.77|-87.77|-168.56|-168.56|-185.73|-185.73|-320|-350|-350|-360|-360|-370
01000_52300|248891|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|52370000|Unterhaltung der Betriebs- und Geschäftsausstattung|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72370000|Unterhaltung der Betriebs- und Geschäftsausstattung|1|||-239.00|-239.00|||||-50|-50|-50|-50|-50|-50
01000_52310|248892|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|8240000|Geringwertige Vermögensgegenstände (VG innerhalb der Wertgrenze 60,01 - 410,00 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78572000|Auszahlungen für bewegliche Sachen des AV innerhalb der Wertgrenze 60,01 bis 410,00 EUR (ohne USt)|1|118100M10000|BOB GVG|||||||-300|-300|-300|-300|-300|-300
01000_53400|248893|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56213000|Mieten für Gebäude an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76213000|Mieten für Gebäude an Eigenbetrieb KIJ|1|||-6 828.00|-6 828.00|-7 284.00|-7 284.00|-8 592.00|-8 592.00|-8 590|-9 400|-9 800|-9 800|-9 800|-9 800
01000_53500|248894|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|1|||-6 871.04|-6 871.04|-6 804.99|-6 804.99|-6 358.26|-6 358.26|-6 900|-7 070|-7 180|-7 290|-7 400|-7 520
01000_53600|248895|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|1|||-3 571.20|-3 571.20|-3 874.26|-3 874.26|-4 081.28|-4 081.28|-3 900|-3 850|-3 910|-3 970|-4 030|-4 100
01000_53700|248896|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56215000|Miete für Bürotechnik an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76215000|Miete für Bürotechnik an Eigenbetrieb KIJ|1|||-1 177.88|-1 177.88|-1 031.73|-1 031.73|-997.52|-997.52|-1 040|-850|-870|-890|-910|-930
01000_53801|248897|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-66.15|-66.15|-80.30|-80.30|||-200|-200|-200|-200|-200|-200
01000_54010|248898|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-4 080.00|-4 080.00|-4 200.00|-4 200.00|-3 600.00|-3 600.00|-3 600|-4 300|-4 400|-4 500|-4 500|-4 500
01000_54015|248899|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56951000|Periodenfremde Aufwendungen - Betriebskostennachzahlung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-783.05|-783.05|||0.00||0|0|0|0|0|0
01000_56200|248900|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-69.55|-69.55|-521.80|-521.80|-257.50|-257.50|-500|-400|-400|-400|-400|-400
01000_57100|248901|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||||-43.89|-43.89|-111.05|-111.05|-50|-50|-50|-50|-50|-50
01000_65000|248903|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-379.21|-379.21|-271.06|-271.06|-225.88|-202.02|-600|-600|-600|-600|-600|-600
01000_65100|248904|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-59.80|-59.80|||-44.20|-44.20|-200|-200|-200|-200|-200|-200
01000_65201|248905|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56330000|Porto und Versandkosten|E_02h|sonstige laufende Aufwendungen|1|76330000|Porto und Versandkosten|1|||-10.31|-10.31|-8.48|-8.48|-14.99|-14.99|-50|-50|-50|-50|-50|-50
01000_65250|248906|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|1|||-2 355.40|-2 355.40|-1 329.82|-1 329.82|-1 281.95|-1 281.95|-1 400|-1 370|-1 400|-1 430|-1 460|-1 490
01000_65255|248907|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56341200|Fernmeldegebühren an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76341200|Fernmeldegebühren an Eigenbetrieb KIJ|1|||-14.43|-14.43|-18.34|-17.30|-16.12|-14.34|-100|-100|-100|-100|-100|-100
01000_65400|248908|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-23.90|-23.90|-39.25|-39.25|-3.80|-3.80|-300|-300|-300|-300|-300|-300
01000_65450|248909|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-100|-100|-100|-100|-100
01000_67930|248910|A|11810000|Prüfungen (P)|7|11100|GSS / IB / RPA / PR|58113000|Aufwendungen aus Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|E_13|Aufwendungen aus internen Leistungsbeziehungen|1|79813000|Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|1|||||||-38 578.00|-38 578.00||0|0|0|0|0
02100_15085|248912|E|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|46951000|Rückzahlung Betriebskosten vom Eigenbetrieb KIJ (periodenfremd)|E_01i|sonstige laufende Erträge|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||||913.58|913.58|1 231.32|1 231.32||0|0|0|0|0
02100_16500|248915|E|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|44231300|Kostenerstattungen vom Eigenbetrieb KSJ|E_01f|Kostenerstattungen und Kostenumlagen|1|64231000|KE von Eigenbetrieben|1|||||733.46||372.19|1 105.65|0|0|0|0|0|0
02100_41000|248917|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50211000|Dienstbezüge Beamte|E_02a|Personalaufwendungen|1|70211000|Auszahlungen der Dienstbezüge für Beamte|1|||-99 759.75|-99 759.75|-102 566.12|-102 566.12|-56 984.30|-56 984.30|-57 880|-57 150|-57 700|-58 250|-58 800|-59 340
02100_41100|248918|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50311000|Versorgungsrücklage für Beamte|E_02a|Personalaufwendungen|1|70311000|Auszahlungen für Versorgungsrücklage - Beamte|1|||-724.88|-724.88|-818.61|-818.61|-464.08|-464.08|-500|-600|-720|-720|-730|-740
02100_41400|248919|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50221000|Vergütungen der Arbeitnehmer|E_02a|Personalaufwendungen|1|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||-180 431.83|-180 431.83|-203 144.80|-203 144.80|-203 379.87|-203 379.87|-208 040|-208 390|-210 380|-212 360|-214 350|-216 320
02100_41411|248920|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50222000|Leistungsorientierte Bezahlung (LOB) nach § 18 TVöD|E_02a|Personalaufwendungen|1|70222000|Auszahlungen für Leistungszulagen (LOB)|1|||-1 734.66|-1 734.66|-2 428.12|-2 428.12|-3 167.96|-3 167.96|0|-4 510|-5 200|-5 200|-5 240|-5 290
02100_41412|248921|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50626000|Erfolgsprämie nach § 18 TVöD|E_02a|Personalaufwendungen|1|70626000|Auszahlungen für Erfolgsprämie|1|||||-2 000.00|-2 000.00|-1 700.00|-1 700.00||0|0|0|0|0
02100_43000|248922|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50312000|Versorgungsumlage für Beamte|E_02a|Personalaufwendungen|1|70312000|Auszahlungen für Versorgungsumlage - Beamte|1|||-28 942.30|-28 942.30|-30 934.81|-30 934.81|-17 254.67|-17 254.67|-18 520|-18 480|-18 650|-18 830|-19 010|-19 170
02100_43400|248923|A|11310000|Organisation (P)|7|11200|Bereich des Oberbürgermeisters|50320000|Beiträge zu Versorgungskassen - Arbeitnehmer|E_02a|Personalaufwendungen|1|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||-6 069.38|-6 069.38|-6 916.28|-6 916.28|-6 951.87|-6 951.87|-7 190|-7 110|-7 170|-7 240|-7 300|-7 370
